"id","test_type_id","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","conversation","audio_url","transcript","article","cefr_level","difficulty","active","order_index","created_at","updated_at"
"803","focus-meaning","What does the son mean?","Refusing to admit a problem.","Denying borrowing the car.","Changing the subject.","Asking a question.","A","ลูกชายกลบเกลื่อนรอยต่อและบอก 'I don't know what you're talking about' (ผมไม่รู้พ่อพูดเอ่ยเรื่องอะไรครับ) คือพยายามหนีปัญหาและหลีกเลี่ยงไม่ยอมรับ","[{""name"":""Man"",""text"":""What did you do to the car last night?"",""speaker"":""A""},{""name"":""Person B"",""text"":""I don’t know what you’re talking about."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"804","focus-meaning","What does the boy mean?","She could be more like him.","She should be more confident.","She must change opinion.","She must copy him.","B","ผู้ชายตอบสาวว่า 'You have your good points too' (ตัวเธอเองก็มีจุดเด่นมุมดีนับไม่ถ้วนเหมือนกัน) หมายความว่าอยากให้เธอให้ความสำคัญและมีความมั่นใจในตัวเองมากขึ้น","[{""name"":""Boy"",""text"":""My brother is so outgoing. I’d like to be like that."",""speaker"":""A""},{""name"":""Man"",""text"":""You have your good points too."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"805","focus-meaning","What does he mean?","I will go out.","I can’t go out.","I might go out.","I already went out.","C","เพื่อนชายบอกใจจริงอยากออกเที่ยวเต็มแก่ แต่ติดการบ้านกองโต เลยต่อท้ายว่า 'I'll have to see' (เดี๋ยวขอดูโอกาสละกัน) แปลว่าเขาอาจจะไปด้วยก็เป็นได้ถ้าเคลียร์ทัน (I might go out)","[{""name"":""Man"",""text"":""Do you want to come out tonight?"",""speaker"":""A""},{""name"":""Person B"",""text"":""I’d love to, but I’ve got a lot of homework. I’ll have to see."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"806","focus-meaning","Meaning?","We can return here.","Not sure we can return.","You like it more than me.","It’s too expensive.","A","ผู้ชายตอบว่า 'If you'd like to, sure.' (ถ้าคุณผู้หญิงอยากจะแวะมาเยือนอีกก็ตามใจ เอาสิ) แปลว่าปีหน้าเราสามารถกลับมาดื่มด่ำความสุขที่นี่ได้อีกนั่นเอง","[{""name"":""Woman"",""text"":""This vacation has been wonderful."",""speaker"":""A""},{""name"":""Man"",""text"":""Can we come back next year?"",""speaker"":""B""},{""name"":""Woman"",""text"":""If you’d like to, sure."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"807","focus-meaning","Meaning?","The restaurant is close to school.","Dinner is on the beach.","Class meets in main building.","Restaurant is far away.","A","ผู้หญิงบอกพิกัดร้าน Thai Lotus Restaurant ว่ามันตั้งอยู่ 'next to the main school building' เป็นข้อบ่งชี้ว่าสถานที่ใกล้กับโรงเรียน (The restaurant is close to school)","[{""name"":""Man"",""text"":""Do you know where the class is meeting for dinner?"",""speaker"":""A""},{""name"":""Woman"",""text"":""At Thai Lotus Restaurant next to the main school building."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"808","focus-meaning","Meaning?","She isn’t very hungry.","She hates soup.","She already ate.","She will eat later.","A","ผู้หญิงอธิบายอาการว่ายังทานไม่ค่อยลง 'I don't feel like eating at the moment' หมายความว่าเธอยังไม่รู้สึกหิวข้าว/ความอยากอาหารมีระดับต่ำ (She isn't very hungry)","[{""name"":""Man"",""text"":""I made some soup. Would you like some?"",""speaker"":""A""},{""name"":""Woman"",""text"":""No thanks. I don’t feel like eating at the moment."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"809","focus-meaning","What does the husband mean?","She should do things faster.","She should sleep earlier.","She needs more time.","She should wake later.","A","สามีบ่นภรรยาอ้อมๆว่าเหตุที่สายก็เพราะ 'you take your time getting ready' (คุณโอ้เอ้แต่งตัวไม่เร่งรัดเอง) หมายความว่าหล่อนสามารถและน่าจะแต่งให้เร็วกว่านี้สักหน่อย","[{""name"":""Husband"",""text"":""I’ve been so late leaving for work in the morning."",""speaker"":""A""},{""name"":""Husband"",""text"":""That’s because you take your time getting ready."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"810","focus-meaning","What does the woman mean?","She always works weekends.","She usually works weekends.","She sometimes works weekends.","She never works weekends.","C","หญิงชี้แจงว่าช่วงเสาร์-อาทิตย์ก็มีมารับงานบ้างนะแต่นานๆที 'Only once a month' (ทำงานเพียงเดือนละ 1 หน) หมายความว่าก็มีนั่นแหละแค่ไม่ใช่บ่อยๆ","[{""name"":""Woman"",""text"":""Do you often work at the weekends?"",""speaker"":""A""},{""name"":""Man"",""text"":""Only once a month."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"811","focus-meaning","What does the girl mean?","She never sees him there.","She always sees him there.","She sometimes sees him there.","She goes with him.","A","ผู้ชายมักจะออกมาสระว่ายน้ำตอนเช้าตรู่เสมอ ('always go early in the mornings') เป็นเหตุผลว่าตลอดเวลาที่ผ่านมาผู้หญิงจึงไม่เคยเจอเขาเลยสักหน","[{""name"":""Girl"",""text"":""I like swimming."",""speaker"":""A""},{""name"":""Girl"",""text"":""I hardly ever see you at the pool."",""speaker"":""B""},{""name"":""Girl"",""text"":""I always go early in the mornings."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"812","focus-meaning","What does the man mean?","Someone will take her home.","Someone will find a hotel.","She can stay at someone’s house.","She should leave early.","C","ชายเพื่อนบอกว่า 'One of us can put you up' (หนึ่งในพวกเราสามารถให้พี่สาวพักอาศัยชั่วคราวได้) หมายถึงผู้หญิงสามารถอยู่ค้างเพื่อร่วมดูคอนเทนท์ยาวๆได้","[{""name"":""Man"",""text"":""It’s a shame you can’t see the film with us."",""speaker"":""A""},{""name"":""Woman"",""text"":""I wanted to but the buses stop early."",""speaker"":""B""},{""name"":""Man"",""text"":""One of us can put you up."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"813","focus-meaning","Meaning?","The old curtains are too old.","He doesn’t want to change them.","He likes traditional curtains.","He wants different color.","B","สามีไม่อยากตัดผ้าม่านใหม่มาเปลี่ยนเพิ่ม เลยพูดไปว่า 'I'd rather keep the ones we've got' (พี่อยากใช้ของเดิมที่เรามีมากกว่าจ้า) คือผู้ชายไม่ต้องการเปลี่ยนมัน","[{""name"":""Man"",""text"":""I’m going to have new curtains made."",""speaker"":""A""},{""name"":""Person B"",""text"":""I’d rather keep the ones we’ve got."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"814","focus-meaning","Meaning?","Selling is a bad idea.","He agrees to sell it.","He doesn’t understand.","He refuses.","B","สามีพิจารณาเห็นด้วยจึงตอบสบายๆว่า 'I don't see why not' (ผมก็ไม่เห็นข้อห้ามอะไรที่จะขายตรงไหน) คือได้สิ สามีอนุมัติด้วยประการทั้งปวงต่อไอเดียที่จะขายห้องนี้ทิ้งสะ","[{""name"":""Wife"",""text"":""This apartment is too small. Should we sell it?"",""speaker"":""A""},{""name"":""Husband"",""text"":""I don’t see why not."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
